id,policy_title,description_short,agency,policy_area,status,status_detail,status_source,p2025_page,last_updated,status_bucket
346,Workplace Discrimination,"Direct agencies to rescind regulations interpreting sex discrimination provisions as prohibiting discrimination on the basis of sexual orientation, gender identity, transgender status, and sex characteristics.",U.S. Department of Labor,Workplace Discrimination,Completed,"Executive Order 14168 (Jan. 30, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,584,2026-02-11,Completed
347,Workplace Discrimination,"Direct agencies to focus their enforcement of sex discrimination laws on the biological binary meaning of ""sex.""",U.S. Department of Labor,Workplace Discrimination,Completed,"Executive Order 14168 (Jan. 30, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,585,2026-02-11,Completed
348,Workplace Discrimination,"Enact policies with robust respect for religious exercise in the workplace, including under the First Amendment, the Religious Freedom Restoration Act of 1993 (RFRA), Title VII, and federal conscience protection laws.",U.S. Department of Labor,Workplace Discrimination,Completed,"OPM Memo: Protecting Religious Expression in the Federal WOrkplace (Jul. 28, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,585,2026-02-11,Completed
349,Workplace Discrimination,"Issue an executive order clarifying that employers are free to run their businesses according to their religious beliefs, general nondiscrimination laws notwithstanding, and support participation of religious employees and employers as federal contractors and in federal activities and programs.",U.S. Department of Labor,Workplace Discrimination,Completed,"OPM Memo: Protecting Religious Expression in the Federal WOrkplace (Jul. 28, 2025); Executive Order on Eradicating Anti-Christian Bias (February 6, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,586,2026-02-11,Completed
350,Workplace Discrimination,"Clarify that ""undue hardship"" under Title VII's religious protections for employees means ""significant difficulty or expenses,"" not ""more than a de minimis cost"" as the Court has previously held.",U.S. Department of Labor,Workplace Discrimination,Completed,EEOC Guidance,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,586,2026-02-11,Completed
351,Workplace Discrimination,"EEOC should affirm as policy the Title VII requirement that it exercise substantive power via majority vote of Commissioners, not by unilateral Chair action or by delegation to staff.",U.S. Department of Labor,Workplace Discrimination,Completed,"Asserted in ""Removing Gender Ideology and Restoring the EEOC’s Role of Protecting Women in the Workplace"" Press Release (January 28, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,586,2026-02-11,Completed
352,Workplace Discrimination,EEOC should disclaim power to enter into consent decrees that require employer actions that it could not require under the laws it enforces.,U.S. Department of Labor,Workplace Discrimination,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,587,2026-02-11,Not initiated
353,Workplace Discrimination,"EEOC should reorient its enforcement priorities toward claims of failure to accommodate disability, religion, and pregnancy (but not abortion).",U.S. Department of Labor,Workplace Discrimination,Completed,"""Removing Gender Ideology and Restoring the EEOC’s Role of Protecting Women in the Workplace"" Press Release (January 28, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,587,2026-02-11,Completed
354,Labor Regulation,"Establish a bright-line test—based on the level of control an individual exercises over his or her work—to determine whether a payee is an employee or an independent contractor, across all relevant laws.",U.S. Department of Labor,Labor Regulation,Completed,"""US Department of Labor issues guidance on independent contractor misclassification enforcement"" Press Release (May 1, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,591,2026-02-11,Completed
355,Labor Regulation,Provide a safe harbor from employer-employee status for companies that offer independent workers access to earned benefits.,U.S. Department of Labor,Labor Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,591,2026-02-11,Not initiated
356,Labor Regulation,DOL should maintain an overtime threshold that does not punish businesses in lower-cost regions by automatically updating the thresholds every five years using the Personal Consumption Expenditures (PCE) as an inflation adjustment.,U.S. Department of Labor,Labor Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,592,2026-02-11,Not initiated
357,Labor Regulation,DOL should reinstitute the PRO Good Guidance rule via notice and comment.,U.S. Department of Labor,Labor Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,593,2026-02-11,Not initiated
358,Labor Regulation,The labor agencies should exercise their available discretion and duties under the Regulatory Flexibility Act to exempt small entities from regulations where possible.,U.S. Department of Labor,Labor Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,594,2026-02-11,Not initiated
359,Labor Regulation,"Exempt small business, first-time, non-willful violators from fines issued by the Occupational Health and Safety Administration.",U.S. Department of Labor,Labor Regulation,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,594,2026-02-11,Not initiated
360,Education and Vocational Training,DOL amend hazard order regulations to allow teenage workers access to work in reguated jobs with training and parental consent.,U.S. Department of Labor,Education and Vocational Training,Initiated/Attempted,"Child labor regulation revision withdrawn from OIRA review (Sept. 25, 2025)",https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,595,2026-02-11,In progress
361,Education and Vocational Training,Adopt the civil service's skills-based hiring standards for federal contractors and issue waivers from degree-based staffing requirements in contracts.,U.S. Department of Labor,Education and Vocational Training,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,596,2026-02-11,Not initiated
362,Education and Vocational Training,DOL and other federal agencies related to employment and training should review  programs to ensure outcome-based metrics; Agencies have authority to reevaluate funding for programs that do not meet requirements.,U.S. Department of Labor,Education and Vocational Training,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,597,2026-02-11,Not initiated
363,Education and Vocational Training,DOL and other federal agencies should implement strong internal policies to ensure bad-actor grantees are identified and sanctioned immediately.,U.S. Department of Labor,Education and Vocational Training,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,597,2026-02-11,Not initiated
364,Education and Vocational Training,"Develop a framework of technical standards on broader tech topics including state agency cybersecurity postures, data taxonomy standardization, and/or identity verification standards.",U.S. Department of Labor,Education and Vocational Training,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,598,2026-02-11,Not initiated
365,Education and Vocational Training,"DOL should review all actual or planned procurements against the $2 billion (under the American Rescue Plan Act) for UI fraud detection, accessibility, and equity investments.",U.S. Department of Labor,Education and Vocational Training,Completed,Press reports that DOL cancelled on May 22 ARP grants to states to modernize their UI  systems,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,598,2026-02-11,Completed
366,Education and Vocational Training,DOL to review and propose changes to improve state monitoring programs including evidence-based framworks for evaluating technical readiness and security postures of the state agencies.,U.S. Department of Labor,Education and Vocational Training,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,598,2026-02-11,Not initiated
367,Worker Voice and Collective Bargaining,"To enact transparency rules, the Intermediate Bodies Rule, and restore the annual filing requirement for the T-1 Trust Annual Report.",U.S. Department of Labor,Worker Voice and Collective Bargaining,Not Initiated,,https://progressivereform.org/tracking-trump-2/project-2025-executive-action-tracker/,600,2026-02-11,Not initiated
